date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:46:52	93100/93100	---MC-	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js	C:/My%20Web%20Sites/adyu/ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:46:52	3159/3159	---M-Z	200	added ('OK')	text/css	etag:%221575469126%22	https://demo.w3layouts.com/images/demobar_w3_4thDec2019.css	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/images/demobar_w3_4thDec2019.css	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:46:53	10161/10161	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/ban661.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/ban661.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:46:53	20924/20924	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/ab5.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/ab5.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:46:53	9834/9834	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/ab7.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/ab7.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:46:54	21867/21867	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/g1.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/g1.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:46:54	10336/10336	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/g2.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/g2.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:46:54	10815/10815	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/g31.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/g31.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:46:55	19166/19166	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/g4.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/g4.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:46:55	9286/9286	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/g5.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/g5.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:46:55	20832/20832	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/g6.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/g6.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:46:56	18110/18110	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/g7.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/g7.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:46:56	10914/10914	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/g8.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/g8.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:46:57	20925/20925	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/g9.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/g9.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:46:57	17064/17064	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/gal11.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/gal11.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:46:57	9711/9711	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/gal22.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/gal22.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:46:58	15301/15301	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/gal33.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/gal33.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:46:58	23188/23188	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/gal44.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/gal44.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:46:58	30485/30485	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/gal66.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/gal66.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:46:59	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20May%202020%2014:18:22%20GMT	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/gal61.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/gal61.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:47:00	33362/33362	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/gal77.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/gal77.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:47:00	19375/19375	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/gal88.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/gal88.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:47:00	31548/31548	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/gal99.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/gal99.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:47:01	38016/38016	---M-Z	200	added ('OK')	application/javascript	etag:%221508500499%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/js/jquery.filterizr.js	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/js/jquery.filterizr.js	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:47:02	1784/1784	---M-Z	200	added ('OK')	application/javascript	etag:%221508500499%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/js/bars.js	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/js/bars.js	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:47:03	13797/13797	---M-Z	200	added ('OK')	application/javascript	etag:%221508500499%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/js/SmoothScroll.min.js	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/js/SmoothScroll.min.js	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:47:03	7507/7507	---M-Z	200	added ('OK')	application/javascript	etag:%221508500499%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/js/jquery.transit.js	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/js/jquery.transit.js	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:47:04	3187/3187	---M-Z	200	added ('OK')	application/javascript	etag:%221508500499%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/js/jquery.textFx.js	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/js/jquery.textFx.js	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:47:05	15250/15250	---M-Z	200	added ('OK')	application/javascript	etag:%221508500499%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/js/modernizr.js	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/js/modernizr.js	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:47:06	587/587	---M-Z	200	added ('OK')	application/javascript	etag:%221508500499%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/js/menu.js	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/js/menu.js	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:47:07	1330/1330	---M-Z	200	added ('OK')	application/javascript	etag:%221508500499%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/js/move-top.js	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/js/move-top.js	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:47:08	4759/4759	---M-Z	200	added ('OK')	application/javascript	etag:%221508500499%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/js/easing.js	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/js/easing.js	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/index.html)
19:47:09	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%221508500499%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/fontawesome-webfont.eot?v=4.6.3	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/fontawesome-webfont5b62.eot	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/css/font-awesome.min.css)
19:47:11	71896/71896	---M--	200	added ('OK')	font/woff2	etag:%221508500499%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/fontawesome-webfont5b62.woff2	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/css/font-awesome.min.css)
19:47:11	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%221508500499%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/fontawesome-webfontd41d.eot	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/css/font-awesome.min.css)
19:47:13	90412/90412	---M--	200	added ('OK')	font/woff	etag:%221508500499%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/fontawesome-webfont.woff?v=4.6.3	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/fontawesome-webfont5b62.woff	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/css/font-awesome.min.css)
19:47:14	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20May%202020%2014:18:37%20GMT	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/fontawesome-webfont.svg?v=4.6.3	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/fontawesome-webfont5b62.svg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/css/font-awesome.min.css)
19:47:15	152796/152796	---M--	200	added ('OK')	font/ttf	etag:%221508500499%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/fontawesome-webfont5b62.ttf	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/css/font-awesome.min.css)
19:47:15	213/213	---M--	200	added ('OK')	image/png	etag:%221508500499%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/dott.png	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/dott.png	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/css/style.css)
19:47:15	109108/109108	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/ban6666.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/ban6666.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/css/style.css)
19:47:16	100940/100940	---M--	200	added ('OK')	image/jpeg	etag:%221573816141%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/skill2.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/skill2.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/css/style.css)
19:47:16	113864/113864	---M--	200	added ('OK')	image/jpeg	etag:%221573816140%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/c2.jpg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/c2.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/css/style.css)
19:47:16	452/452	---M--	200	added ('OK')	image/png	etag:%221508500499%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/arrow.png	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/images/arrow.png	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/css/style.css)
19:47:18	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%221508500499%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/glyphicons-halflings-regular.eot	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/css/bootstrap.min.css)
19:47:18	20127/20127	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221508500499%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/glyphicons-halflings-regulard41d.eot	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/css/bootstrap.min.css)
19:47:19	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%221508500499%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/glyphicons-halflings-regular.woff2	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/css/bootstrap.min.css)
19:47:20	23424/23424	---M--	200	added ('OK')	font/woff	etag:%221508500499%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/glyphicons-halflings-regular.woff	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/css/bootstrap.min.css)
19:47:22	45404/45404	---M--	200	added ('OK')	font/ttf	etag:%221508500499%22	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/glyphicons-halflings-regular.ttf	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/css/bootstrap.min.css)
19:47:22	2529/2529	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2013%20May%202020%2014:18:45%20GMT	https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/fonts/glyphicons-halflings-regular.svg	(from https://demo.w3layouts.com/demos_new/template_demo/20-10-2017/c_resume-demo_Free/760142481/web/css/bootstrap.min.css)
19:47:23	2529/2529	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20May%202020%2014:18:45%20GMT	https://demo.w3layouts.com/images/W3Layouts-light.png	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/images/W3Layouts-light.html	(from https://demo.w3layouts.com/images/demobar_w3_4thDec2019.css)
19:47:23	2529/2529	---M-Z	200	added ('OK')	text/html	date:Wed,%2013%20May%202020%2014:18:45%20GMT	https://demo.w3layouts.com/assets/css/fonts/linecons/css/linecons.css	C:/My%20Web%20Sites/adyu/demo.w3layouts.com/assets/css/fonts/linecons/css/linecons.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
